Chr	Start	End	Cytoband	Gene	RefSeqName
5	145583162.0	145668784.0	q32	RBM27	NM_018989
5	137774689.0	137782658.0	q31.2	REEP2	NM_016606
5	112212080.0	112258031.0	q22.2	REEP5	NM_005669
5	141016516.0	141020631.0	q31.3	RELL2	NM_173828
5	94982480.0	94992849.0	q15	RFESD	NM_001131066
5	98104998.0	98132198.0	q15	RGMB	NM_001012761
5	98105321.0	98108788.0	q15	RGMB-AS1	NR_033932
5	176784843.0	176799599.0	q35.3	RGS14	NM_006480
5	63801773.0	63908121.0	q12.3	RGS7BP	NM_001029875
5	95066849.0	95132071.0	q15	RHOBTB3	NM_014899
5	96496570.0	96519005.0	q15	RIOK2	NM_018343
5	177557961.0	177575571.0	q35.3	RMND5B	NM_001288795
5	179382066.0	179499118.0	q35.3	RNF130	NM_001280801
5	54824669.0	54830370.0	q11.2	RNF138P1	NR_001575
5	141346401.0	141369856.0	q31.3	RNF14	NM_183399
5	158584416.0	158637061.0	q33.3	RNF145	NM_001199380
5	63461669.0	63668696.0	q12.3	RNF180	NM_001113561
5	175953699.0	175964421.0	q35.2	RNF44	NM_014901
5	80501462.0	80746718.0	q14.1	RNU5D-1	NR_002755
5	80501461.0	80746718.0	q14.1	RNU5E-1	NR_002754
5	172385731.0	172396774.0	q35.1	RPL26L1	NM_001317981
5	149823791.0	149829319.0	q33.1	RPS14	NM_005617
5	81569138.0	81574235.0	q14.2	RPS23	NM_001025
5	178977561.0	179037027.0	q35.3	RUFY1	NM_025158
5	76145825.0	76217056.0	q13.3	S100Z	NM_130772
5	153825516.0	153840613.0	q33.2	SAP30L	NM_001131063
5	153769328.0	153825382.0	q33.2	SAP30L-AS1	NR_037897
5	133936838.0	133968533.0	q31.1	SAR1B	NM_016103
5	77656326.0	77776562.0	q14.1	SCAMP1	NM_004866
5	77654587.0	77656365.0	q14.1	SCAMP1-AS1	NR_105014
5	82360022.0	82360156.0	q14.2	SCARNA18	NR_003139
5	180017104.0	180018487.0	q35.3	SCGB3A1	NM_052863
5	147258273.0	147261756.0	q32	SCGB3A2	NM_054023
5	133984474.0	134063601.0	q31.1	SEC24A	NM_021982
5	115779250.0	115910622.0	q23.1	SEMA6A	NM_020796
5	115783193.0	115807369.0	q23.1	SEMA6A-AS1	NR_109879
5	115910113.0	115946896.0	q23.1	SEMA6A-AS2	NR_147170
5	132086508.0	132113067.0	q31.1	SEPT8	NM_001098811
5	69321071.0	69338940.0	q13.2	SERF1A	NM_021967
5	69321077.0	69338934.0	q13.2	SERF1B	NM_022978
5	79407049.0	79551901.0	q14.1	SERINC5	NR_126060
5	56205086.0	56224726.0	q11.2	SETD9	NM_001171990
5	174905500.0	174956744.0	q35.2	SFXN1	NM_001322982
5	155753766.0	156194798.0	q33.3	SGCD	NM_001128209
5	64961754.0	65017941.0	q12.3	SGTB	NM_019072
5	171752186.0	171881527.0	q35.1	SH3PXD2B	NM_001308175
5	145316125.0	145442879.0	q32	SH3RF2	NM_152550
5	148361712.0	148442737.0	q32	SH3TC2	NM_024577
5	148442879.0	148489350.0	q32	SH3TC2-DT	NR_122044
5	63986134.0	64014017.0	q12.3	SHISAL2B	NM_001164442
5	132157832.0	132166590.0	q31.1	SHROOM1	NM_001172700
5	138282409.0	138534065.0	q31.2	SIL1	NM_001037633
5	175665361.0	175772994.0	q35.2	SIMC1	NM_001308196
5	133492081.0	133512724.0	q31.1	SKP1	NM_006930
5	127419482.0	127525380.0	q23.3	SLC12A2	NM_001256461
5	131630144.0	131679899.0	q31.1	SLC22A4	NM_003059
5	131705400.0	131731306.0	q31.1	SLC22A5	NM_003060
5	138702884.0	138719039.0	q31.2	SLC23A1	NM_005847
5	140682195.0	140683630.0	q31.3	SLC25A2	NM_031947
5	110073836.0	110100874.0	q22.1	SLC25A46	NM_001303250
5	134914854.0	135224326.0	q31.1	SLC25A48	NM_001349335
5	149340299.0	149366963.0	q32	SLC26A2	NM_000112
5	128300819.0	128369335.0	q23.3	SLC27A6	NM_001317984
5	68389775.0	68426899.0	q13.2	SLC30A5	NM_022902
5	176811431.0	176825849.0	q35.3	SLC34A1	NM_003052
5	139944149.0	139948689.0	q31.3	SLC35A4	NM_080670
5	150827156.0	150871942.0	q33.1	SLC36A1	NM_078483
5	150694538.0	150727151.0	q33.1	SLC36A2	NM_181776
5	150655925.0	150683334.0	q33.1	SLC36A3	NM_181774
5	54921672.0	55008163.0	q11.2	SLC38A9	NM_001349385
5	139739786.0	139754722.0	q31.3	SLC4A9	NM_031467
5	149569423.0	149590635.0	q32	SLC6A7	NM_014228
5	101569691.0	101632253.0	q21.1	SLCO4C1	NM_180991
5	101707485.0	101834720.0	q21.1	SLCO6A1	NM_001289004
5	93954390.0	94031573.0	q15	SLF1	NM_032290
5	168088737.0	168728133.0	q34	SLIT3	NM_001271946
5	159828647.0	159846168.0	q33.3	SLU7	NM_006425
5	69434688.0	69586004.0	q13.2	SMA4	NR_029426
5	69776869.0	69881549.0	q13.2	SMA5	NR_034021
5	135468533.0	135518422.0	q31.1	SMAD5	NM_005903
5	135465202.0	135470579.0	q31.1	SMAD5-AS1	NR_026763
5	60453535.0	60458302.0	q12.1	SMIM15	NM_001048249
5	60458142.0	60527907.0	q12.1	SMIM15-AS1	NR_109908
5	171212875.0	171218092.0	q35.1	SMIM23	NM_001289970
5	150157507.0	150176298.0	q33.1	SMIM3	NM_032947
5	135527155.0	135528851.0	q31.1	SMIM32	NM_001350994
5	70220767.0	70248838.0	q13.2	SMN1	NM_001297715
5	70220767.0	70248842.0	q13.2	SMN2	NM_022875
5	121647385.0	121799914.0	q23.2	SNCAIP	NR_131762
5	176047084.0	176057562.0	q35.2	SNCB	NM_001318037
5	138609440.0	138618873.0	q31.2	SNHG4	NR_036536
5	111497181.0	111497314.0	q22.1	SNORA13	NR_002922
5	76376258.0	76376396.0	q13.3	SNORA47	NR_003014
5	68456634.0	68456766.0	q13.2	SNORA50D	NR_145732
5	170793121.0	170793256.0	q35.1	SNORA70J	NR_145720
5	138614468.0	138614668.0	q31.2	SNORA74A	NR_002915
5	172447728.0	172447932.0	q35.1	SNORA74B	NR_002988
5	138611868.0	138612012.0	q31.2	SNORA74D	NR_145749
5	85916322.0	85916385.0	q14.3	SNORD138	NR_145802
5	68834987.0	68835091.0	q13.2	SNORD13B-1	NR_145987
5	68834987.0	68835091.0	q13.2	SNORD13B-2	NR_145756
5	137896731.0	137896799.0	q31.2	SNORD63	NR_002913
5	137894657.0	137894730.0	q31.2	SNORD63B	NR_145752
5	53813588.0	53842416.0	q11.2	SNX18	NM_001145427
5	122110690.0	122170234.0	q23.2	SNX2	NM_001278199
5	122181143.0	122344907.0	q23.2	SNX24	NR_146145
5	132149015.0	132152489.0	q31.1	SOWAHA	NM_175873
5	157052686.0	157098488.0	q33.3	SOX30	NM_001308165
5	151040656.0	151066615.0	q33.1	SPARC	NM_001309444
5	138732455.0	138739776.0	q31.2	SPATA24	NM_194296
5	94994019.0	95067550.0	q15	SPATA9	NM_001349303
5	169010637.0	169031781.0	q35.1	SPDL1	NM_001329643
5	147204142.0	147218794.0	q32	SPINK1	NM_003122
5	147648422.0	147665773.0	q32	SPINK13	NM_001040129
5	147548108.0	147555182.0	q32	SPINK14	NM_001001325
5	147443534.0	147516925.0	q32	SPINK5	NM_001127698
5	147582356.0	147594700.0	q32	SPINK6	NM_205841
5	147691989.0	147695481.0	q32	SPINK7	NM_032566
5	147715121.0	147719412.0	q32	SPINK9	NM_001040433
5	136310986.0	136835018.0	q31.2	SPOCK1	NM_004598
5	141689991.0	141704620.0	q31.3	SPRY4	NM_030964
5	141704857.0	141843619.0	q31.3	SPRY4-AS1	NR_120664
5	141697198.0	141697887.0	q31.3	SPRY4-IT1	NR_131221
5	79615789.0	79617660.0	q14.1	SPZ1	NM_032567
5	179233387.0	179265077.0	q35.3	SQSTM1	NM_001142298
5	139929651.0	139937678.0	q31.3	SRA1	NR_045586
5	65440045.0	65479444.0	q12.3	SREK1	NM_001270492
5	64013977.0	64064496.0	q12.3	SREK1IP1	NM_173829
5	121297655.0	121364295.0	q23.1	SRFBP1	NM_152546
5	112196884.0	112228776.0	q22.2	SRP19	NM_001204199
5	80708625.0	81047072.0	q14.1	SSBP2	NM_012446
5	100142638.0	100238989.0	q21.1	ST8SIA4	NM_005668
5	110831731.0	110848295.0	q22.1	STARD4	NR_131754
5	110847923.0	111075423.0	q22.1	STARD4-AS1	NR_040093
5	172741725.0	172756506.0	q35.1	STC2	NM_003714
5	171469073.0	171615346.0	q35.1	STK10	NM_005990
5	146614578.0	146767418.0	q32	STK32A	NM_001287740
5	146556597.0	146614422.0	q32	STK32A-AS1	NR_147190
5	75379238.0	75649764.0	q13.3	SV2C	NM_001297716
5	149980641.0	150031903.0	q33.1	SYNPO	NM_001166208
5	140698056.0	140700351.0	q31.3	TAF7	NM_005642
5	68660569.0	68665840.0	q13.2	TAF9	NM_001015892
5	179289070.0	179334856.0	q35.3	TBC1D9B	NM_198868
5	76986993.0	77072185.0	q14.1	TBCA	NM_001297738
5	145826872.0	145891069.0	q32	TCERG1	NM_006706
5	133450388.0	133483920.0	q31.1	TCF7	NM_003202
5	149737201.0	149779871.0	q32	TCOF1	NM_001195141
5	166711842.0	167691162.0	q34	TENM2	NM_001122679
5	125967405.0	125971974.0	q23.2	TEX43	NM_207408
5	135364583.0	135399507.0	q31.1	TGFBI	NM_000358
5	131973739.0	131991846.0	q31.1	TH2LCRR	NR_132125
5	79287118.0	79379107.0	q14.1	THBS4	NM_001306212
5	157158396.0	157168455.0	q33.3	THG1L	NM_017872
5	175386533.0	175395318.0	q35.2	THOC3	NM_032361
5	114914192.0	114938176.0	q22.3	TICAM2	NM_021649
5	134784557.0	134788089.0	q31.1	TIFAB	NM_001099221
5	149372685.0	149380730.0	q32	TIGD6	NM_030953
5	156346292.0	156390266.0	q33.3	TIMD4	NM_001146726
5	170736287.0	170739138.0	q35.1	TLX3	NM_021025
5	140019011.0	140024993.0	q31.3	TMCO6	NM_001300982
5	114948904.0	114961876.0	q22.3	TMED7	NM_181836
5	114914192.0	114961876.0	q22.3	TMED7-TICAM2	NM_001164468
5	177019148.0	177024243.0	q35.3	TMED9	NM_017510
5	87484132.0	87564696.0	q14.3	TMEM161B	NM_001349407
5	87564698.0	87732491.0	q14.3	TMEM161B-AS1	NR_039993
5	82348664.0	82373272.0	q14.2	TMEM167A	NM_174909
5	72416387.0	72427644.0	q13.2	TMEM171	NM_173490
5	138855112.0	138862375.0	q31.2	TMEM173	NM_198282
5	72469022.0	72470970.0	q13.2	TMEM174	NM_153217
5	109755197.0	110062450.0	q22.1	TMEM232	NM_001039763
5	118604386.0	118730299.0	q23.1	TNFAIP8	NM_001286815
5	150409503.0	150467221.0	q33.1	TNIP1	NM_001252390
5	72112417.0	72210215.0	q13.2	TNPO1	NM_002270
5	64920557.0	64961954.0	q12.3	TRAPPC13	NM_024941
5	64885506.0	64920187.0	q12.3	TRIM23	NM_033228
5	114460458.0	114516243.0	q22.3	TRIM36	NM_018700
5	135548998.0	135701164.0	q31.1	TRPC7	NM_020389
5	135562342.0	135651788.0	q31.1	TRPC7-AS2	NR_133682
5	110405777.0	110413722.0	q22.1	TSLP	NR_045089
5	176074387.0	176086059.0	q35.2	TSPAN17	NM_012171
5	112768250.0	112770728.0	q22.2	TSSK1B	NM_032028
5	159436106.0	159492552.0	q33.3	TTC1	NM_003314
5	94799598.0	94890709.0	q15	TTC37	NM_014639
5	134209459.0	134237323.0	q31.1	TXNDC15	NM_024715
5	133706866.0	133727799.0	q31.1	UBE2B	NM_003337
5	138940750.0	139008018.0	q31.2	UBE2D2	NM_003339
5	158690074.0	158713048.0	q33.3	UBLCP1	NM_145049
5	171636649.0	171710795.0	q35.1	UBTD2	NM_152277
5	176332005.0	176433795.0	q35.2	UIMC1	NR_146149
5	176237559.0	176307899.0	q35.2	UNC5A	NM_133369
5	132202318.0	132204536.0	q31.1	UQCRQ	NM_014402
5	72861565.0	72879202.0	q13.2	UTP15	NM_001284431
5	82767492.0	82878122.0	q14.3	VCAN	NM_001164098
5	82827170.0	82858133.0	q14.3	VCAN-AS1	NR_136215
5	133307565.0	133340824.0	q31.1	VDAC1	NM_003374
5	140090860.0	140090958.0	q31.3	VTRNA1-1	NR_026703
5	140098510.0	140098598.0	q31.3	VTRNA1-2	NR_026704
5	140105743.0	140105831.0	q31.3	VTRNA1-3	NR_026705
5	135416179.0	135416287.0	q31.1	VTRNA2-1	NR_030583
5	110427869.0	110466200.0	q22.1	WDR36	NM_139281
5	76726757.0	76788365.0	q13.3	WDR41	NM_018268
5	140044383.0	140050553.0	q31.3	WDR55	NM_017706
5	137419580.0	137428054.0	q31.2	WNT8A	NR_125351
5	133249367.0	133252960.0	q31.1	WSPAR	NR_131252
5	167719064.0	167899308.0	q34	WWC1	NM_001161662
5	82373227.0	82649579.0	q14.2	XRCC4	NM_022550
5	143537722.0	143550278.0	q31.3	YIPF5	NM_001024947
5	112849358.0	112930984.0	q22.2	YTHDC2	NM_001345975
5	76372501.0	76383071.0	q13.3	ZBED3	NM_032367
5	76382622.0	76444176.0	q13.3	ZBED3-AS1	NR_024398
5	159820154.0	159827104.0	q33.3	ZBED8	NM_001303251
5	132332676.0	132362296.0	q31.1	ZCCHC10	NR_125337
5	80597401.0	80608965.0	q14.1	ZCCHC9	NM_032280
5	178322894.0	178360212.0	q35.3	ZFP2	NM_030613
5	180274610.0	180288286.0	q35.3	ZFP62	NM_152283
5	79703831.0	79779198.0	q14.1	ZFYVE16	NM_001105251
5	140079944.0	140086266.0	q31.3	ZMAT2	NM_144723
5	150273953.0	150284545.0	q33.1	ZNF300	NM_052860
5	150309997.0	150326146.0	q33.1	ZNF300P1	NR_026867
5	176449680.0	176508190.0	q35.2	ZNF346	NM_001308213
5	178138521.0	178157703.0	q35.3	ZNF354A	NM_005649
5	178286953.0	178311424.0	q35.3	ZNF354B	NM_058230
5	178487415.0	178510978.0	q35.3	ZNF354C	NM_014594
5	71735725.0	71803249.0	q13.2	ZNF366	NM_152625
5	178368191.0	178393434.0	q35.3	ZNF454	NM_001323306
5	121465207.0	121489266.0	q23.2	ZNF474	NM_207317
5	123972609.0	124080805.0	q23.2	ZNF608	NM_020747
5	178450752.0	178461388.0	q35.3	ZNF879	NM_001136116
5	60628099.0	60841999.0	q12.1	ZSWIM6	NM_020928
6	44266462.0	44281063.0	p21.1	AARS2	NM_020745
6	43395291.0	43418163.0	p21.1	ABCC10	NM_001198934
6	30539169.0	30559309.0	p21.33	ABCF1	NM_001090
6	31654725.0	31671137.0	p21.33	ABHD16A	NM_021160
6	26597170.0	26600277.0	p22.2	ABT1	NM_013375
6	24667262.0	24705295.0	p22.3	ACOT13	NM_001160094
6	41068772.0	41108573.0	p21.1	ADCY10P1	NR_026938
6	46965439.0	47010099.0	p12.3	ADGRF1	NM_153840
6	47624325.0	47665533.0	p12.3	ADGRF2	NM_153839
6	47666280.0	47689757.0	p12.3	ADGRF4	NM_153838
6	46820241.0	46922675.0	p12.3	ADGRF5	NM_015234
6	11713887.0	11779280.0	p24.1	ADTRP	NM_001143948
6	32148744.0	32152099.0	p21.32	AGER	NM_001206934
6	32135982.0	32145888.0	p21.32	AGPAT1	NM_032741
6	31582985.0	31584802.0	p21.33	AIF1	NM_001318970
6	24495196.0	24537435.0	p22.3	ALDH5A1	NM_170740
6	46714653.0	46726954.0	p12.3	ANKRD66	NM_001162435
6	34857037.0	35059190.0	p21.31	ANKS1A	NM_015245
6	41020939.0	41032630.0	p21.1	APOBEC2	NM_006789
6	31620186.0	31625987.0	p21.33	APOM	NM_001256169
6	35704808.0	35716690.0	p21.31	ARMC12	NM_001286574
6	30594618.0	30614600.0	p21.33	ATAT1	NR_033823
6	32083044.0	32096017.0	p21.33	ATF6B	NM_004381
6	42695313.0	42695932.0	p21.1	ATP6V0CP3	NR_037141
6	31512227.0	31514625.0	p21.33	ATP6V1G2	NM_130463
6	31497995.0	31514625.0	p21.33	ATP6V1G2-DDX39B	NR_037853
6	16299342.0	16761721.0	p22.3	ATXN1	NM_001128164
6	33244916.0	33246602.0	p21.32	B3GALT4	NM_003782
6	57037103.0	57050012.0	p11.2	BAG2	NM_004282
6	31606804.0	31620477.0	p21.33	BAG6	NM_001199698
6	33540322.0	33548070.0	p21.31	BAK1	NM_001188
6	56819772.0	56892142.0	p12.1	BEND6	NM_152731
6	42714695.0	42836298.0	p21.1	BICRAL	NM_001318819
6	8013799.0	8064647.0	p24.3	BLOC1S5	NM_001199322
6	7881482.0	8064647.0	p24.3	BLOC1S5-TXNDC5	NR_037616
6	55618450.0	55740388.0	p12.1	BMP5	NM_001329756
6	7726331.0	7881961.0	p24.3	BMP6	NM_001718
6	3118609.0	3153432.0	p25.2	BPHL	NM_001302777
6	32936436.0	32949282.0	p21.32	BRD2	NM_005104
6	36164549.0	36200567.0	p21.31	BRPF3	NM_015695
6	38136226.0	38607924.0	p21.2	BTBD9	NM_052893
6	38449371.0	38450303.0	p21.2	BTBD9-AS1	NR_144472
6	26501494.0	26510652.0	p22.2	BTN1A1	NM_001732
6	26458131.0	26476849.0	p22.2	BTN2A1	NM_001197234
6	26383323.0	26395100.0	p22.2	BTN2A2	NM_001197238
6	26421618.0	26430816.0	p22.2	BTN2A3P	NR_027795
6	26402464.0	26415444.0	p22.2	BTN3A1	NM_001145009
6	26365386.0	26378548.0	p22.2	BTN3A2	NM_001197249
6	26440699.0	26453643.0	p22.2	BTN3A3	NM_197974
6	32361115.0	32374907.0	p21.32	BTNL2	NM_001304561
6	41888964.0	41900784.0	p21.1	BYSL	NM_004053
6	31865561.0	31913451.0	p21.33	C2	NM_001282457
6	31902250.0	31909501.0	p21.33	C2-AS1	NR_104191
6	31949833.0	31970457.0	p21.33	C4A	NM_001252204
6	31949833.0	31970458.0	p21.33	C4B	NM_001002029
6	31949833.0	31970458.0	p21.33	C4B_2	NM_001242823
6	32260474.0	32339689.0	p21.32	C6orf10	NM_001286475
6	34555056.0	34664627.0	p21.31	C6orf106	NM_024294
6	42068856.0	42110715.0	p21.1	C6orf132	NM_001164446
6	30614815.0	30620987.0	p21.33	C6orf136	NM_001109938
6	49518112.0	49529625.0	p12.3	C6orf141	NR_146854
6	31078999.0	31080332.0	p21.33	C6orf15	NM_014070
6	4079439.0	4130999.0	p25.2	C6orf201	NM_001085401
6	36283534.0	36304662.0	p21.31	C6orf222	NM_001010903
6	43968336.0	43975352.0	p21.1	C6orf223	NM_001324369
6	42858002.0	42858554.0	p21.1	C6orf226	NM_001008739
6	24797548.0	24799124.0	p22.3	C6orf229	NM_001282492
6	31626074.0	31628549.0	p21.33	C6orf47	NM_021184
6	31802691.0	31807543.0	p21.33	C6orf48	NM_001287487
6	10671650.0	10695030.0	p24.2	C6orf52	NM_001354357
6	24705089.0	24719403.0	p22.3	C6orf62	NM_030939
6	36839645.0	36896740.0	p21.2	C6orf89	NM_001286636
6	7326886.0	7389942.0	p24.3	CAGE1	NM_205864
6	17393735.0	17558023.0	p22.3	CAP2	NM_006366
6	44126547.0	44152139.0	p21.1	CAPN11	NM_007058
6	25279655.0	25620758.0	p22.2	CARMIL1	NM_001173977
6	21666643.0	22196049.0	p22.3	CASC15	NR_015410
6	37450696.0	37467700.0	p21.2	CCDC167	NM_138493
6	31110215.0	31126015.0	p21.33	CCHCR1	NM_019052
6	41902670.0	42016632.0	p21.1	CCND3	NM_001136017
6	47445524.0	47594996.0	p12.3	CD2AP	NM_012120
6	14117486.0	14137148.0	p23	CD83	NM_001251901
6	44355250.0	44418161.0	p21.1	CDC5L	NM_001253
6	20534687.0	21232634.0	p22.3	CDKAL1	NM_017774
6	36644236.0	36655116.0	p21.2	CDKN1A	NM_001220777
6	31082864.0	31088252.0	p21.33	CDSN	NM_001264
6	4706392.0	4955778.0	p25.1	CDYL	NR_026590
6	49431095.0	49460820.0	p12.3	CENPQ	NM_018132
6	31913720.0	31919861.0	p21.33	CFB	NM_001710
6	31698357.0	31705095.0	p21.33	CLIC1	NM_001287593
6	45866189.0	46048085.0	p21.1	CLIC5	NM_001114086
6	35762758.0	35765121.0	p21.31	CLPS	NM_001252598
6	35748793.0	35761763.0	p21.31	CLPSL1	NM_001348773
6	35744370.0	35747329.0	p21.31	CLPSL2	NM_207409
6	25081294.0	25138051.0	p22.3	CMAHP	NR_002174
6	37400906.0	37449284.0	p21.2	CMTR1	NM_015050
6	42895739.0	42907025.0	p21.1	CNPY3	NR_134881
6	42896867.0	42931618.0	p21.1	CNPY3-GNMT	NM_001318856
6	33130468.0	33160245.0	p21.32	COL11A2	NM_080679
6	55921387.0	56258926.0	p12.1	COL21A1	NM_001318752
6	36708554.0	36807220.0	p21.2	CPNE5	NM_020939
6	43273210.0	43276530.0	p21.1	CRIP3	NM_206922
6	49801978.0	49844809.0	p12.3	CRISP1	NM_001205220
6	49660070.0	49681303.0	p12.3	CRISP2	NM_001261822
6	49695090.0	49712168.0	p12.3	CRISP3	NM_001190986
6	31633656.0	31637847.0	p21.33	CSNK2B	NM_001282385
6	43005354.0	43021683.0	p21.1	CUL7	NM_014780
6	43149921.0	43192325.0	p21.1	CUL9	NM_015089
6	33384318.0	33386065.0	p21.32	CUTA	NM_015921
6	31973412.0	31976686.0	p21.33	CYP21A1P	NR_040090
6	32006092.0	32009447.0	p21.33	CYP21A2	NM_001128590
6	46517316.0	46620567.0	p12.3	CYP39A1	NM_016593
6	39760158.0	39872653.0	p21.2	DAAM2	NM_001201427
6	33286334.0	33290793.0	p21.32	DAXX	NM_001350
6	24171982.0	24383520.0	p22.3	DCDC2	NM_001195610
6	31694813.0	31698042.0	p21.33	DDAH2	NM_013974
6	30850389.0	30867933.0	p21.33	DDR1	NM_001297652
6	31497995.0	31510252.0	p21.33	DDX39B	NM_004640
6	31510080.0	31510915.0	p21.33	DDX39B-AS1	NR_133674
6	35265594.0	35289548.0	p21.31	DEF6	NM_022047
6	49976850.0	49989694.0	p12.3	DEFB110	NM_001037728
6	50011287.0	50016364.0	p12.3	DEFB112	NM_001037498
6	49936389.0	49937338.0	p12.3	DEFB113	NM_001037729
6	49928004.0	49931818.0	p12.3	DEFB114	NM_001037499
6	49913813.0	49917157.0	p12.3	DEFB133	NM_001166478
6	18224399.0	18264799.0	p22.3	DEK	NM_003472
6	30620895.0	30640830.0	p21.33	DHX16	NM_001164239
6	36645385.0	36646336.0	p21.2	DINOL	NR_144384
6	43418089.0	43424370.0	p21.1	DLK2	NM_001286655
6	38683116.0	38998574.0	p21.2	DNAH8	NM_001206927
6	43193366.0	43197211.0	p21.1	DNPH1	NM_006443
6	30908776.0	30921998.0	p21.33	DPCR1	NM_080870
6	7541807.0	7586950.0	p24.3	DSP	NM_001319034
6	56322784.0	56819426.0	p12.1	DST	NM_001144769
6	15523031.0	15663289.0	p22.3	DTNBP1	NM_032122
6	31937587.0	31940032.0	p21.33	DXO	NM_005510
6	20402136.0	20493945.0	p22.3	E2F3	NM_001949
6	4115926.0	4135831.0	p25.2	ECI2	NR_028588
6	12290528.0	12297427.0	p24.1	EDN1	NM_001168319
6	8073592.0	8102828.0	p24.3	EEF1E1	NM_001135650
6	8013799.0	8102828.0	p24.3	EEF1E1-BLOC1S5	NR_037618
6	52284993.0	52360583.0	p12.2	EFHC1	NM_018100
6	32132381.0	32136062.0	p21.32	EGFL8	NM_030652
6	31847535.0	31865484.0	p21.33	EHMT2	NM_006709
6	10980992.0	11044624.0	p24.2	ELOVL2	NM_017770
6	11043990.0	11079377.0	p24.2	ELOVL2-AS1	NR_038963
6	53132195.0	53213977.0	p12.1	ELOVL5	NM_021814
6	46097700.0	46114436.0	p21.1	ENPP4	NM_014936
6	46126918.0	46138747.0	p21.1	ENPP5	NM_001290073
6	11102721.0	11112071.0	p24.2	ERVFRD-1	NM_207582
6	36321997.0	36355577.0	p21.31	ETV7	NM_001207039
6	6144310.0	6320924.0	p25.1	F13A1	NM_000129
6	4068592.0	4079457.0	p25.2	FAM217A	NM_173563
6	3849599.0	3851554.0	p25.2	FAM50B	NM_012135
6	54711568.0	54809897.0	p12.1	FAM83B	NM_001010872
6	17600517.0	17611950.0	p22.3	FAM8A1	NM_016255
6	35420137.0	35434881.0	p21.31	FANCE	NM_021922
6	5261250.0	5771825.0	p25.1	FARS2	NM_001318872
6	52929795.0	52965670.0	p12.1	FBXO9	NM_033481
6	36973422.0	36996845.0	p21.2	FGD2	NM_173558
6	35541361.0	35696360.0	p21.31	FKBP5	NM_001145775
6	32096483.0	32098067.0	p21.33	FKBPL	NM_022110
6	30695485.0	30710628.0	p21.33	FLOT1	NM_001318875
6	1610680.0	1614129.0	p25.3	FOXC1	NM_001453
6	1605765.0	1607591.0	p25.3	FOXCUT	NR_125804
6	1390068.0	1395832.0	p25.3	FOXF2	NM_001452
6	41514163.0	41570122.0	p21.1	FOXP4	NM_138457
6	41491632.0	41516359.0	p21.1	FOXP4-AS1	NR_126415
6	1312674.0	1314993.0	p25.3	FOXQ1	NM_033260
6	41737913.0	41747643.0	p21.1	FRS3	NM_006653
6	29570004.0	29600912.0	p22.1	GABBR1	NM_021904
6	53362139.0	53409927.0	p12.1	GCLC	NM_001197115
6	52991759.0	53013624.0	p12.1	GCM1	NM_003643
6	10873455.0	10882098.0	p24.2	GCM2	NM_004752
6	10521567.0	10629601.0	p24.3	GCNT2	NM_145649
6	13363586.0	13487869.0	p23	GFOD1	NM_018988
6	55192266.0	55267291.0	p12.1	GFRAL	NM_207410
6	33551475.0	33556803.0	p21.31	GGNBP1	NR_028361
6	38643701.0	38670952.0	p21.2	GLO1	NM_006708
6	39016556.0	39059079.0	p21.2	GLP1R	NR_136563
6	49467670.0	49495777.0	p12.3	GLYATL3	NM_001010904
6	1624034.0	2245868.0	p25.3	GMDS	NM_001500
6	2245986.0	2413825.0	p25.2	GMDS-AS1	NR_046229
6	24775158.0	24786325.0	p22.3	GMNN	NM_015895
6	16238810.0	16295780.0	p22.3	GMPR	NM_006877
6	30509154.0	30525371.0	p21.33	GNL1	NM_005275
6	42928491.0	42931618.0	p21.1	GNMT	NM_001318865
6	31629005.0	31634060.0	p21.33	GPANK1	NM_001199237
6	24426061.0	24489850.0	p22.3	GPLD1	NM_001503
6	32158542.0	32163300.0	p21.32	GPSM3	NM_022107
6	28493788.0	28502728.0	p22.1	GPX5	NM_001509
6	28471072.0	28483570.0	p22.1	GPX6	NM_182701
6	33986419.0	34123399.0	p21.31	GRM4	NM_001256809
6	52656177.0	52668765.0	p12.2	GSTA1	NM_001319059
6	52614884.0	52628361.0	p12.2	GSTA2	NM_000846
6	52761438.0	52774496.0	p12.2	GSTA3	NM_000847
6	52842745.0	52860178.0	p12.2	GSTA4	NM_001512
6	52696540.0	52710893.0	p12.2	GSTA5	NM_153699
6	52604260.0	52609957.0	p12.2	GSTA7P	NR_033760
6	30875976.0	30881880.0	p21.33	GTF2H4	NM_001517
6	43588217.0	43596983.0	p21.1	GTPBP2	NM_019096
6	42123114.0	42147821.0	p21.1	GUCA1A	NM_001319062
6	42151021.0	42162694.0	p21.1	GUCA1B	NM_002098
6	26839265.0	26924333.0	p22.2	GUSBP2	NR_003504
6	26521933.0	26527612.0	p22.2	HCG11	NR_026790
6	28864306.0	28865097.0	p22.1	HCG14	NR_104117
6	28952525.0	28956344.0	p22.1	HCG15	NR_135289
6	30201815.0	30293911.0	p22.1	HCG17	NR_052012
6	30255173.0	30294933.0	p22.1	HCG18	NR_024052
6	30734601.0	30760027.0	p21.33	HCG20	NR_138037
6	30913755.0	30922639.0	p21.33	HCG21	NR_138040
6	31021226.0	31027655.0	p21.33	HCG22	NM_001348249
6	32358286.0	32361468.0	p21.32	HCG23	NR_044996
6	33111100.0	33116592.0	p21.32	HCG24	NR_138084
